_date, average_price , total_volume ,_4046,_4225,_4770,total_bags,type,year,geography
09/01/2022 0:00, 1.09 ," 84,891.23 ",79024.13,5812.07,55.04,49203.88,conventional,2022,St. Louis
03/01/2022 0:00, 0.92 ," 112,476.63 ",106367.01,6079.22,30.4,50013.44,conventional,2022,St. Louis
23/01/2022 0:00, 1.26 ," 51,374.27 ",20630.05,30713.39,30.83,36837.2,conventional,2022,Syracuse
16/01/2022 0:00, 1.34 ," 43,638.07 ",16175.65,27426.85,35.56,37413.38,conventional,2022,Syracuse
09/01/2022 0:00, 1.32 ," 45,360.89 ",15803.89,29499.93,57.07,35420.22,conventional,2022,Syracuse
03/01/2022 0:00, 1.19 ," 50,143.60 ",22494.06,27604.91,44.64,34628.91,conventional,2022,Syracuse
23/01/2022 0:00, 1.22 ," 242,016.87 ",227973.52,14013.11,30.24,131355.55,conventional,2022,Tampa
16/01/2022 0:00, 1.25 ," 240,831.43 ",224687.68,16093.86,49.88,129032.67,conventional,2022,Tampa
09/01/2022 0:00, 1.19 ," 254,182.39 ",238335.36,15827.18,19.84,115990.41,conventional,2022,Tampa
03/01/2022 0:00, 1.09 ," 297,352.59 ",279548.62,17768.06,35.91,120206.18,conventional,2022,Tampa
23/01/2022 0:00, 1.05 ," 64,994.29 ",47308.1,8688.81,8997.38,24314.64,conventional,2022,Toledo
16/01/2022 0:00, 0.95 ," 61,018.37 ",49810.84,6214.85,4992.69,29185.81,conventional,2022,Toledo
09/01/2022 0:00, 0.88 ," 74,805.17 ",63637.17,6180.06,4987.95,24330.76,conventional,2022,Toledo
03/01/2022 0:00, 0.83 ," 79,628.70 ",50489.4,11947.23,17192.07,22884.99,conventional,2022,Toledo
23/01/2022 0:00, 1.09 ," 390,962.76 ",276490.05,106867.91,7604.79,335562.09,conventional,2022,West Tex/New Mexico
16/01/2022 0:00, 1.10 ," 424,651.57 ",321682.68,95576.47,7392.42,308230.23,conventional,2022,West Tex/New Mexico
09/01/2022 0:00, 1.02 ," 336,328.58 ",236987.37,92538.9,6802.31,343512.33,conventional,2022,West Tex/New Mexico
03/01/2022 0:00, 0.91 ," 345,502.35 ",238818.56,98125.26,8558.53,375383.56,conventional,2022,West Tex/New Mexico
